Genus	Species	Aggregation_score	B_vitamins	Copies_16S	GC_content	Gene_number	Genome_Mb	Gram_positive	IgA	Length	Motility	Oxygen_tolerance	pH_optimum	Salt_optimum	Temp_optimum	Width	Sporulation
Nonomuraea	turkmeniaca	NA	NA	NA	NA	NA	11.3509	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Nonomuraea	typhae	NA	NA	NA	70.9	NA	11.389	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Nonomuraea	wenchangensis	NA	NA	NA	72	NA	10.0512	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Nonomuraea	zeae	NA	NA	NA	69.7	NA	13.6137	1	NA	NA	NA	5	NA	NA	NA	NA	NA
Nosocomiicoccus	ampullae	1	NA	NA	34.097233333333335	1686.5	1.5976839999999999	1	NA	NA	0	5	7.75	0	37	NA	0
Nosocomiicoccus	massiliensis	NA	NA	NA	36.4	NA	1.50973	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Nosocomiicoccus	stercorigallinarum	NA	NA	NA	NA	NA	1.39002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Nostoc	azollae	NA	NA	4	38.3265	5604	5.48614	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Nostoc	calcicola	NA	NA	NA	NA	NA	9.03152	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Nostoc	commune	NA	NA	NA	NA	NA	8.1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Nostoc	cycadae	NA	NA	NA	NA	NA	6.99446	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Nostoc	desertorum	NA	NA	NA	NA	NA	8.70411	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Nostoc	edaphicum	NA	NA	3	41.5648	6999	8.31632	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Nostoc	favosum	NA	NA	NA	NA	NA	8.51222	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Nostoc	flagelliforme	NA	NA	6	41.8435	9695	10.2312	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Nostoc	foliaceum	NA	NA	NA	NA	NA	8.87002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Nostoc	indistinguendum	NA	NA	NA	NA	NA	8.86861	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Nostoc	linckia	NA	NA	NA	NA	NA	9.01421	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Nostoc	minutum	NA	NA	NA	NA	NA	9.8398	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Nostoc	mirabile	NA	NA	NA	NA	NA	9.88209	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Nostoc	paludosum	NA	NA	NA	NA	NA	9.27009	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Nostoc	parmelioides	NA	NA	NA	NA	NA	7.77472	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Nostoc	piscinale	NA	NA	NA	NA	NA	7.09456	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Nostoc	punctiforme	NA	NA	4	41.3416	7667	9.05919	0	NA	NA	1	5	NA	NA	NA	NA	NA
Nostocaceae	cyanobacterium	NA	NA	NA	NA	NA	4.3825	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Nostocales	cyanobacterium	NA	NA	NA	42.6036	6581	7.064346666666666	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Notoacmeibacter	marinus	NA	NA	NA	60.9	NA	3.29218	0	NA	1.9459101490553132	NA	5	NA	NA	NA	0.6931471805599453	NA
Notoacmeibacter	ruber	NA	NA	NA	NA	NA	3.25479	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Novacetimonas	cocois	NA	NA	NA	NA	NA	3.40695	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Novacetimonas	hansenii	NA	NA	NA	59.5658	3133	3.54919	0	NA	NA	1	5	NA	NA	NA	NA	1
Novacetimonas	maltaceti	NA	NA	NA	NA	NA	3.62966	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Novacetimonas	pomaceti	NA	NA	NA	NA	NA	3.42575	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Novibacillus	thermophilus	NA	NA	4	50.4	3592	3.62922	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Noviherbaspirillum	aerium	NA	NA	NA	NA	NA	6.79847	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Noviherbaspirillum	agri	NA	NA	NA	65.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Noviherbaspirillum	aridicola	NA	NA	NA	NA	NA	4.51427	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Noviherbaspirillum	aurantiacum	NA	NA	NA	63.6	NA	NA	0	NA	0.5877866649021191	1	5	NA	NA	NA	-0.05129329438755058	0
Noviherbaspirillum	autotrophicum	NA	NA	NA	59.9	NA	5.3846	0	NA	0.5877866649021191	1	2	NA	NA	NA	-0.6931471805599453	NA
Noviherbaspirillum	canariense	NA	NA	NA	62.8	NA	NA	0	NA	0.5596157879354227	1	5	NA	NA	NA	0.1823215567939546	0
Noviherbaspirillum	cavernae	NA	NA	NA	NA	NA	4.66475	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Noviherbaspirillum	denitrificans	NA	NA	NA	61.8	NA	5.79896	0	NA	0.5877866649021191	1	2	NA	NA	NA	-0.6931471805599453	NA
Noviherbaspirillum	galbum	NA	NA	NA	NA	NA	6.11721	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Noviherbaspirillum	humi	NA	NA	NA	NA	NA	5.38112	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Noviherbaspirillum	malthae	1	NA	NA	63.4	NA	8.21047	0	NA	0.4054651081081644	NA	5	6	NA	30	0.09531017980432493	NA
Noviherbaspirillum	massiliense	NA	NA	NA	59.73	NA	4.18827	0	NA	NA	1	5	NA	NA	NA	NA	1
Noviherbaspirillum	pedocola	NA	NA	NA	NA	NA	7.23995	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Noviherbaspirillum	psychrotolerans	NA	NA	NA	62.5	NA	NA	0	NA	1.3862943611198906	1	2	NA	NA	NA	0	0
Noviherbaspirillum	saxi	NA	NA	NA	NA	NA	6.4954	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Noviherbaspirillum	sedimenti	NA	NA	NA	NA	NA	5.03808	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Noviherbaspirillum	soli	NA	NA	NA	63.4	NA	5.6138	0	NA	0.6418538861723947	1	5	NA	NA	NA	0.1823215567939546	0
Novimethylophilus	kurashikiensis	NA	NA	NA	NA	NA	3.68876	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Novipirellula	artificiosorum	NA	NA	NA	55.3	NA	9.19972	0	NA	0.6931471805599453	1	5	NA	NA	NA	0	NA
Novipirellula	aureliae	NA	NA	NA	52.9	NA	7.26765	0	NA	0.47000362924573563	1	NA	NA	NA	NA	-0.2231435513142097	NA
Novipirellula	galeiformis	NA	NA	NA	55.8	NA	7.4036	0	NA	0.6418538861723947	1	NA	NA	NA	NA	0	NA
Novispirillum	itersonii	NA	NA	NA	NA	NA	4.29065	0	NA	NA	NA	5	NA	NA	NA	NA	NA
Novisyntrophococcus	fermenticellae	NA	NA	NA	43.5	3173	3.42032	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Novosphingobium	acidiphilum	1	NA	NA	NA	NA	3.70906	0	NA	0.3364722366212129	1	5	5.75	0	25	-0.5447271754416722	0.3333333333333333
Novosphingobium	aerophilum	NA	NA	NA	NA	NA	4.22221	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Novosphingobium	aquaticum	1	NA	NA	NA	NA	NA	0	NA	0.6931471805599453	0	NA	5.25	0.25	NA	-0.10536051565782628	1
Novosphingobium	aquimarinum	NA	NA	NA	63.9	NA	4.37719	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Novosphingobium	arabidopsis	NA	NA	NA	68.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Novosphingobium	aromaticivorans	NA	NA	3	64.83613333333334	4074	4.23331	0	NA	NA	0	5	NA	NA	NA	NA	1
Novosphingobium	arvoryzae	NA	NA	NA	64.8	NA	3.28534	0	NA	0.22314355131420976	0	5	NA	NA	NA	-0.916290731874155	0
Novosphingobium	aureum	NA	NA	NA	NA	NA	4.34239	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Novosphingobium	barchaimii	NA	NA	NA	67.72	NA	5.31347	0	NA	0	0	5	7	1	28	0	NA
Novosphingobium	bradum	NA	NA	NA	69.1	NA	NA	0	NA	0.3364722366212129	0	5	NA	NA	NA	-0.4307829160924542	0
Novosphingobium	capsulatum	NA	NA	NA	64.3	NA	4.83645	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Novosphingobium	chloroacetimidivorans	NA	NA	NA	66	NA	4.61386	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Novosphingobium	clariflavum	NA	NA	NA	65.9	NA	NA	0	NA	0.13976194237515863	NA	5	NA	NA	NA	-0.5978370007556204	NA
Novosphingobium	colocasiae	NA	NA	NA	65	NA	3.7785	0	NA	-0.10536051565782628	0	5	NA	NA	NA	-0.916290731874155	0
Novosphingobium	decolorationis	NA	NA	NA	65.5079	4421	4.75038	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Novosphingobium	endophyticum	NA	NA	NA	66.6	NA	4.34502	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Novosphingobium	flavum	NA	NA	NA	63.5	NA	4.10497	0	NA	0.22314355131420976	0	5	NA	NA	NA	-0.5108256237659907	0
Novosphingobium	fluoreni	NA	NA	NA	62	NA	3.61018	NA	NA	NA	NA	5	NA	NA	NA	NA	NA
Novosphingobium	fontis	NA	NA	NA	66.6	NA	NA	0	NA	0.6931471805599453	0	5	NA	NA	NA	-0.4307829160924542	0
Novosphingobium	fuchskuhlense	NA	NA	NA	NA	NA	3.96841	0	NA	0.5306282510621704	0	5	6.5	NA	25	-0.2231435513142097	NA
Novosphingobium	ginsenosidimutans	NA	NA	1	64.5	3097	3.11887	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Novosphingobium	gossypii	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA
Novosphingobium	guangzhouense	NA	NA	NA	60.2	NA	5.9667	0	NA	0.6931471805599453	1	5	NA	NA	NA	-0.2231435513142097	NA
Novosphingobium	hassiacum	NA	NA	NA	NA	NA	4.41011	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Novosphingobium	huizhouense	NA	NA	NA	NA	NA	3.67219	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Novosphingobium	humi	NA	NA	NA	64.4	NA	NA	0	NA	NA	0	5	NA	NA	NA	NA	NA
Novosphingobium	indicum	NA	NA	NA	62	NA	4.96165	0	NA	0.22314355131420976	0	NA	NA	NA	27.5	-0.4307829160924542	NA
Novosphingobium	ipomoeae	NA	NA	NA	65.7	NA	NA	0	NA	0.13976194237515863	0	5	NA	NA	NA	-1.2039728043259361	0
Novosphingobium	jiangmenense	NA	NA	NA	NA	NA	4.08083	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Novosphingobium	kunmingense	NA	NA	NA	65.3	NA	3.49591	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Novosphingobium	lentum	NA	NA	NA	66	NA	4.40785	0	NA	0.04879016416943205	0	5	NA	NA	23	-0.916290731874155	0
Novosphingobium	lindaniclasticum	0	NA	NA	60.7	NA	4.85793	0	NA	0.26236426446749106	0	5	7.5	NA	28	-0.35667494393873245	0
Novosphingobium	lotistagni	NA	NA	NA	63.1	NA	NA	0	NA	0.9360933591703348	0	5	NA	NA	NA	-0.35667494393873245	NA
Novosphingobium	lubricantis	NA	NA	NA	NA	NA	NA	NA	NA	0.6931471805599453	NA	NA	NA	NA	NA	0.4054651081081644	0
Novosphingobium	malaysiense	NA	NA	NA	63.3	NA	5.02702	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Novosphingobium	marinum	NA	NA	NA	57.7	NA	3.59102	NA	NA	NA	NA	5	NA	NA	NA	NA	NA
Novosphingobium	mathurense	NA	NA	NA	NA	NA	4.84355	0	NA	0.3364722366212129	1	5	7.2	NA	32.5	-0.2231435513142097	0
Novosphingobium	meiothermophilum	NA	NA	NA	64.3	NA	3.47457	0	NA	0.4054651081081644	NA	5	NA	NA	NA	-1.2039728043259361	NA
Novosphingobium	naphthae	NA	NA	NA	66.7	NA	NA	0	NA	0.47000362924573563	0	5	NA	NA	NA	-0.916290731874155	0
Novosphingobium	naphthalenivorans	NA	NA	NA	64.6	NA	5.23609	0	NA	NA	NA	5	NA	NA	NA	NA	NA
Novosphingobium	nitrogenifigens	NA	NA	NA	NA	NA	4.18265	0	NA	NA	0	5	NA	NA	NA	NA	1
Novosphingobium	olei	NA	NA	NA	NA	NA	4.68347	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Novosphingobium	oryzae	NA	NA	NA	60.8	NA	NA	0	NA	0	NA	5	NA	NA	NA	-0.35667494393873245	NA
Novosphingobium	ovatum	NA	NA	NA	NA	NA	3.57931	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Novosphingobium	panipatense	NA	NA	NA	NA	NA	5.73512	0	NA	0.4054651081081644	0	5	7.2	NA	32.5	-0.5108256237659907	0
Novosphingobium	pentaromativorans	NA	NA	3	62.057100000000005	5164	5.45758	0	NA	0.37843643572024505	0.3333333333333333	3	6.5	2.5	30	-0.9038682118755978	NA
Novosphingobium	percolationis	NA	NA	NA	NA	NA	4.2976	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Novosphingobium	piscinae	NA	NA	NA	65.2	NA	3.77505	0	NA	0.3364722366212129	1	5	NA	NA	NA	-0.916290731874155	0
Novosphingobium	pokkalii	NA	NA	NA	NA	NA	4.67497	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Novosphingobium	profundi	NA	NA	NA	NA	NA	5.73354	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Novosphingobium	resinovorum	NA	NA	3	65.27806666666667	6512	6.91813	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Novosphingobium	rosa	NA	NA	NA	64.7	NA	6.95276	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Novosphingobium	sediminicola	NA	NA	NA	62.6	NA	5.3727	0	NA	NA	NA	5	NA	NA	NA	NA	NA
Novosphingobium	sediminis	NA	NA	NA	NA	NA	4.57799	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Novosphingobium	silvae	NA	NA	NA	NA	NA	4.57914	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Novosphingobium	soli	NA	NA	NA	NA	NA	NA	0	NA	0.47000362924573563	1	NA	5.75	NA	18	-0.2231435513142097	0
Novosphingobium	stygium	NA	NA	NA	65.4	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Novosphingobium	subterraneum	NA	NA	NA	60	NA	4.70017	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Novosphingobium	taihuense	NA	NA	NA	63.3	NA	4.43215	0	NA	1.0647107369924282	0	5	6.25	0.5	25	-0.7985076962177716	0.3333333333333333
Novosphingobium	tardaugens	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Novosphingobium	umbonatum	NA	NA	NA	NA	NA	4.0885	0	NA	0.3364722366212129	0	2	6.25	NA	NA	-0.4307829160924542	1
Novosphingopyxis	baekryungensis	NA	NA	NA	63	NA	3.06821	0	NA	0.6931471805599453	1	5	7.5	NA	NA	-0.2231435513142097	0.5
Novosphingopyxis	iocasae	NA	NA	NA	62.8	3037	3.19151	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Nubsella	zeaxanthinifaciens	NA	NA	NA	38.6	NA	4.25274	0	NA	1.0986122886681098	1	5	6.5	NA	30	-1.3862943611198906	0
Nucleicultrix	amoebiphila	NA	NA	NA	39.7	1806	1.83821	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Numidum	massiliense	NA	NA	NA	52.05	NA	3.75574	1	NA	0.9932517730102834	0	5	NA	NA	NA	NA	0
Obesumbacterium	proteus	NA	NA	8	48.9	4754	4.896913333333333	0	NA	NA	NA	5	NA	NA	NA	NA	NA
Oblitimonas	alkaliphila	NA	NA	4.333333333333333	47.45	NA	NA	0	NA	NA	0	4	NA	NA	NA	NA	NA
Occallatibacter	riparius	NA	NA	NA	59.75	NA	NA	0	NA	0.4054651081081644	1	5	NA	NA	NA	-0.4307829160924542	0
Occallatibacter	savannae	NA	NA	NA	58.5	NA	6.27858	0	NA	0.5596157879354227	1	5	NA	NA	NA	-0.5108256237659907	0
Occidentia	massiliensis	NA	NA	NA	29.05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Occultella	aeris	NA	NA	NA	NA	NA	5.8643	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Occultella	glacieicola	NA	NA	NA	71.4	NA	5.33967	1	NA	0.5306282510621704	1	5	NA	NA	NA	-0.5108256237659907	NA
Occultella	gossypii	NA	NA	NA	NA	NA	5.84434	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Occultella	kanbiaonis	NA	NA	NA	71	NA	5.64825	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Oceanibacterium	hippocampi	NA	NA	NA	57.8	NA	4.83344	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Oceanibaculum	indicum	NA	NA	NA	64.8	NA	3.85383	0	NA	0.8754687373538999	1	NA	8	3.75	31	0.04879016416943205	NA
Oceanibaculum	nanhaiense	NA	NA	NA	65.1	NA	3.8435	0	NA	0.6931471805599453	1	5	NA	NA	NA	-0.10536051565782628	NA
Oceanibaculum	pacificum	NA	NA	NA	67.7	NA	3.89143	0	NA	0.6418538861723947	1	NA	NA	3.25	32.5	-0.5108256237659907	NA
Oceanibium	sediminis	NA	NA	NA	NA	NA	4.47083	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Oceanibulbus	indolifex	NA	NA	NA	60.1	NA	NA	0	NA	1.3862943611198906	0	NA	7.5	4	27.5	0.7654678421395714	0
Oceanicaulis	alexandrii	NA	NA	NA	NA	NA	3.01843	0	NA	1.0986122886681098	0	5	NA	NA	NA	0	1
Oceanicaulis	stylophorae	NA	NA	NA	61.6	NA	NA	0	NA	0.09531017980432493	1	5	8	NA	37.5	-0.4307829160924542	NA
Oceanicella	actignis	NA	NA	NA	72.2	NA	3.35107	0	NA	0.5596157879354227	0.5	5	NA	NA	NA	-0.6931471805599453	0
Oceanicoccus	sagamiensis	NA	NA	2	47.7	4064	4.47208	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Oceanicola	batsensis	NA	NA	NA	67.3	NA	NA	0	NA	0.09531017980432493	0	NA	7.75	5.4	30	-0.5108256237659907	0
Oceanicola	granulosus	NA	NA	NA	71.5	NA	4.05314	0	NA	0.47000362924573563	0	5	7.75	5.1	28	-0.2876820724517809	0
Oceanicola	marinus	NA	NA	NA	70.9	NA	NA	0	NA	-0.05129329438755058	0	2	7	4	31.5	-0.6931471805599453	0
Oceanicola	nanhaiensis	NA	NA	NA	64.7	NA	NA	0	NA	-0.2231435513142097	0	NA	7.75	NA	28	-0.6931471805599453	0
Oceanicola	nitratireducens	1	NA	NA	72.8	NA	NA	0	NA	0.3364722366212129	1	NA	8.15	2.25	28	-0.2876820724517809	NA
Oceanicola	pacificus	1	NA	NA	64.6	NA	NA	0	NA	0.09531017980432493	0	NA	8.75	2.5	27.5	-0.4307829160924542	NA
Oceanidesulfovibrio	gabonensis	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	1	NA	NA	NA	NA	NA
Oceanidesulfovibrio	indonesiensis	NA	NA	NA	NA	NA	4.28643	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Oceanidesulfovibrio	marinus	NA	NA	NA	62.4	4175	4.76143	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Oceaniferula	marina	NA	NA	NA	NA	NA	5.07395	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Oceaniglobus	ichthyenteri	NA	NA	NA	59	NA	3.90656	0	NA	-0.10536051565782628	0	NA	NA	NA	NA	-0.5978370007556204	NA
Oceaniglobus	indicus	NA	NA	NA	64.2	NA	3.67087	0	NA	-0.10536051565782628	0	5	NA	NA	NA	NA	NA
Oceaniglobus	trochenteri	NA	NA	NA	NA	NA	4.58893	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Oceanihabitans	sediminis	NA	NA	NA	34.2	NA	2.90814	0	NA	NA	1	5	NA	NA	NA	NA	NA
Oceanimonas	baumannii	NA	NA	NA	54	NA	3.74995	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Oceanimonas	doudoroffii	NA	NA	NA	NA	NA	3.83294	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Oceanimonas	marisflavi	NA	NA	NA	56.8	NA	3.37208	0	NA	0.26236426446749106	1	5	NA	NA	NA	-0.35667494393873245	NA
Oceanimonas	smirnovii	NA	NA	NA	NA	NA	3.28272	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Oceaniovalibus	guishaninsula	NA	NA	NA	62.3	NA	2.89713	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Oceanipulchritudo	coccoides	NA	NA	NA	NA	NA	3.52004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Oceaniradius	stylonematis	NA	NA	NA	64.7	NA	3.58163	0	NA	1.1151415906193203	1	5	NA	NA	NA	-0.2876820724517809	NA
Oceanirhabdus	sediminicola	NA	NA	NA	35.8	NA	NA	1	NA	1.5260563034950492	NA	1	6.75	2.5	36	-0.16251892949777494	1
Oceanirhabdus	seepicola	NA	NA	NA	NA	NA	5.33503	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Oceaniserpentilla	haliotis	1	NA	NA	NA	NA	NA	0	NA	0.9745596399981308	1	5	NA	1.5	NA	-0.916290731874155	0
Oceanisphaera	arctica	NA	NA	NA	60.1	NA	3.54137	0	NA	NA	0	5	NA	NA	NA	-0.5978370007556204	NA
Oceanisphaera	Arctica	NA	NA	NA	60.1	NA	NA	0	NA	NA	0	NA	8	NA	24	-0.5978370007556204	NA
Oceanisphaera	avium	NA	NA	8	47.1	2703	2.9029	0	NA	NA	1	5	NA	NA	NA	NA	NA
Oceanisphaera	donghaensis	1	NA	NA	56.6	NA	NA	0	NA	NA	1	5	7	4.25	36	0.09531017980432493	0
Oceanisphaera	halophilus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA
Oceanisphaera	litoralis	NA	NA	NA	NA	NA	3.35628	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Oceanisphaera	marina	NA	NA	NA	NA	NA	3.36718	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Oceanisphaera	merdipullorum	NA	NA	NA	NA	NA	2.89206	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Oceanisphaera	ostreae	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	5	NA	NA	NA	NA	NA
Oceanisphaera	profunda	NA	NA	8	49.8	3105	3.50886	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Oceanisphaera	psychrotolerans	NA	NA	NA	NA	NA	3.81954	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Oceanisphaera	sediminis	NA	NA	NA	58.86666666666667	NA	NA	0	NA	NA	1	4	7	NA	30	0.22314355131420976	NA
Oceanispirochaeta	crateris	NA	NA	4	43.2	3626	4.01248	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Oceanispirochaeta	litoralis	NA	NA	NA	49.6	NA	NA	0	NA	1.8718021769015913	1	1	NA	NA	NA	-1.3862943611198906	0
Oceanispirochaeta	sediminicola	NA	NA	NA	53.5	NA	NA	0	NA	NA	1	1	NA	NA	NA	-1.8971199848858813	NA
Oceanitalea	nanhaiensis	NA	NA	NA	62.3	NA	NA	1	NA	0.1823215567939546	1	NA	8	NA	35	-0.5978370007556204	NA
Oceanitalea	stevensii	NA	NA	NA	NA	NA	3.53178	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Oceanithermus	desulfurans	NA	NA	NA	71.1	NA	2.43117	0	NA	NA	NA	5	NA	NA	NA	NA	NA
Oceanithermus	profundus	NA	NA	2	61.69273333333334	2458	2.43929	0	NA	NA	0	3	7.5	NA	NA	NA	1
Oceanivirga	miroungae	NA	NA	NA	NA	NA	1.35698	0	NA	NA	0	2	NA	NA	NA	NA	1
Oceanivirga	salmonicida	NA	NA	NA	25.4	NA	1.86213	0	NA	-0.5108256237659907	0	3	NA	NA	NA	-0.916290731874155	0
Oceanobacillus	arenosus	NA	NA	NA	NA	NA	4.05109	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Oceanobacillus	bengalensis	NA	NA	NA	NA	NA	4.04124	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Oceanobacillus	caeni	NA	NA	NA	33.6	NA	3.57	1	NA	0.7419373447293773	1	5	7	3.5	35	-0.5978370007556204	1
Oceanobacillus	chironomi	1	NA	NA	38.1	NA	NA	1	NA	0.7654678421395714	1	5	8.5	2	37	-0.10536051565782628	1
Oceanobacillus	chungangensis	1	NA	NA	36.3	NA	4.01002	1	NA	0.9162907318741551	1	5	5	NA	30	-0.5108256237659907	1
Oceanobacillus	damuensis	NA	NA	NA	39.2	NA	4.11884	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Oceanobacillus	endoradicis	NA	NA	NA	42.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Oceanobacillus	halophilus	NA	NA	NA	39.2	NA	4.08147	1	NA	0.5596157879354227	1	5	NA	NA	NA	-0.16251892949777494	1
Oceanobacillus	halotolerans	NA	NA	NA	37.01	NA	3.32466	1	NA	1.252762968495368	1	5	NA	NA	NA	-0.7985076962177716	1
Oceanobacillus	iheyensis	NA	NA	7.5	35.733333333333334	3614	3.63053	1	NA	NA	1	5	NA	NA	NA	NA	0.7
Oceanobacillus	indicireducens	1	NA	NA	39.7	NA	3.87195	1	NA	1.4644121403838426	1	5	10	5	39	1.4644121403838426	1
Oceanobacillus	jeddahense	NA	NA	NA	NA	NA	5.3881	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Oceanobacillus	jordanicus	NA	NA	NA	NA	NA	3.83891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Oceanobacillus	kapialis	NA	NA	NA	39.7	NA	NA	1	NA	0.6418538861723947	1	5	8	10	37	-0.7985076962177716	1
Oceanobacillus	kimchii	NA	NA	NA	37.9	NA	3.83078	1	NA	0.6418538861723947	1	5	9	NA	NA	NA	0
Oceanobacillus	limi	NA	NA	NA	NA	NA	3.91384	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Oceanobacillus	locisalsi	1	NA	NA	39.8	NA	NA	0.6666666666666666	NA	0.9745596399981308	1	1	7.25	NA	33.5	-0.2231435513142097	1
Oceanobacillus	longus	NA	NA	NA	42.9	NA	NA	1	NA	2.4849066497880004	1	5	NA	NA	NA	0	1
Oceanobacillus	luteolus	NA	NA	NA	NA	NA	4.00912	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Oceanobacillus	manasiensis	NA	NA	NA	NA	NA	3.80733	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Oceanobacillus	massiliensis	NA	NA	NA	NA	NA	3.59356	1	NA	NA	1	5	NA	NA	NA	NA	1
