Genus	Species	Aggregation_score	B_vitamins	Copies_16S	GC_content	Gene_number	Genome_Mb	Gram_positive	IgA	Length	Motility	Oxygen_tolerance	pH_optimum	Salt_optimum	Temp_optimum	Width	Sporulation
Alloacidobacterium	dinghuense	NA	NA	NA	55.8	5296	6.27111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Alloactinosynnema	album	NA	NA	NA	68.2	NA	NA	1	NA	NA	NA	NA	7.25	NA	30	NA	1
Allobacillus	halotolerans	1	NA	NA	45.3	NA	2.72671	1	NA	0.9162907318741551	1	5	7	6	37	-0.5108256237659907	1
Allobacillus	salarius	NA	NA	NA	NA	NA	2.59525	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Allobacillus	saliphilus	NA	NA	NA	NA	NA	2.54375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Allobaculum	mucolyticum	NA	NA	NA	48.5	2587	3.14415	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Allobaculum	stercoricanis	NA	NA	NA	37.9	NA	2.05288	1	NA	NA	NA	1	NA	NA	NA	NA	1
Allobranchiibius	huperziae	NA	NA	NA	71	NA	3.7222	1	NA	0.13976194237515863	0	5	NA	NA	NA	-0.6931471805599453	0
Allobutyricicoccus	pentlandensis	NA	NA	NA	NA	NA	1.85926	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Allocatelliglobosispora	scoriae	1	NA	NA	70.1	NA	9.14983	1	NA	NA	0	5	7.1	0	30	NA	1
Allochristensenella	caecavium	NA	NA	NA	NA	NA	1.61385	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Allochromatium	humboldtianum	NA	NA	NA	63.9	NA	4.58482	0	NA	NA	1	1	NA	NA	NA	NA	NA
Allochromatium	minutissimum	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	1	NA	NA	NA	NA	NA
Allochromatium	palmeri	NA	NA	NA	65.7	NA	4.27278	NA	NA	NA	NA	1	NA	NA	NA	NA	NA
Allochromatium	phaeobacterium	NA	NA	NA	59.8	NA	NA	0	NA	0.7537718023763802	1	1	7.5	NA	30	0.7537718023763802	NA
Allochromatium	renukae	NA	NA	NA	62.3	NA	NA	0	NA	1.3862943611198906	1	1	7.6	NA	30	0.8109302162163288	NA
Allochromatium	tepidum	NA	NA	NA	64.5037	3281	3.38461	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Allochromatium	vinosum	NA	NA	3	64.527925	3356	3.66907	0	NA	1.4469189829363254	1	1	7.15	NA	NA	0.6931471805599453	1
Allochromatium	warmingii	NA	NA	NA	55.85	NA	2.95851	0	NA	NA	NA	1	NA	NA	NA	NA	NA
Alloclostridium	intestinigallinarum	NA	NA	NA	NA	NA	1.85853	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Allocoleopsis	franciscana	NA	NA	NA	46.2006	6719	7.96651	NA	NA	NA	1	1	NA	NA	NA	NA	NA
Allofrancisella	frigidaquae	NA	NA	3	31.400000000000002	1568	1.67418	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Allofrancisella	guangzhouensis	NA	NA	3	32.16266666666667	1567	1.66153	0	NA	NA	0	1	NA	NA	NA	NA	0
Allofrancisella	inopinata	NA	NA	3	32.2	1627	1.75049	0	NA	NA	0	4	NA	NA	NA	NA	0
Allofustis	seminis	NA	NA	NA	39	NA	1.44129	1	NA	NA	NA	2.5	NA	NA	NA	NA	1
Allohahella	antarctica	NA	NA	NA	56.4	NA	NA	0	NA	1.2237754316221157	0	5	NA	NA	NA	-0.5108256237659907	NA
Allohahella	marinimesophila	NA	NA	NA	56.2	NA	NA	0	NA	0.5306282510621704	1	5	NA	NA	NA	-0.5108256237659907	0
Allohumibacter	endophyticus	NA	NA	NA	68.8	NA	NA	1	NA	-0.2876820724517809	0	5	NA	NA	NA	-0.5108256237659907	NA
Alloiococcus	otitis	NA	NA	NA	44	NA	1.8066	1	NA	NA	NA	4	NA	NA	NA	NA	0
Allokutzneria	albata	NA	NA	NA	71.6	NA	8.56562	1	NA	NA	NA	5	NA	NA	NA	NA	1
Allokutzneria	multivorans	1	NA	NA	69.1	NA	NA	1	NA	NA	NA	NA	7	NA	28	NA	1
Allomonas	enterica	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Allonocardiopsis	opalescens	1	NA	NA	70.6	NA	6.97285	1	NA	NA	NA	5	8	NA	28	NA	1
Allopontixanthobacter	confluentis	NA	NA	NA	NA	NA	2.9342	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Allopontixanthobacter	sediminis	NA	NA	NA	NA	NA	3.15891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Alloprevotella	rava	1	NA	NA	47	NA	2.55729	0	NA	1.0986122886681098	0	1	7	NA	35	-0.5978370007556204	1
Alloprevotella	tannerae	NA	NA	NA	45	NA	2.58572	0	NA	NA	0	1	NA	NA	NA	NA	1
Allopseudarcicella	aquatilis	NA	NA	3	37.9	NA	NA	0	NA	0.7419373447293773	0	5	NA	NA	NA	-0.7985076962177716	NA
Allorhizobium	borbori	NA	NA	NA	60.9	NA	NA	0	NA	NA	1	5	NA	NA	NA	NA	0
Allorhizobium	oryzae	1	NA	NA	64.1	NA	NA	0	NA	0.47000362924573563	1	5	NA	NA	NA	-0.10536051565782628	0
Allorhizobium	pseudoryzae	NA	NA	NA	59.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Allorhizobium	terrae	NA	NA	NA	55	NA	4.50059	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Allorhizobium	undicola	NA	NA	NA	60.1	NA	4.13386	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Alloruminococcus	vanvlietii	NA	NA	NA	NA	NA	1.82662	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Allosaccharopolyspora	coralli	NA	NA	NA	68.6	4527	4.83201	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Allosalinactinospora	lopnorensis	NA	NA	NA	69.6	NA	5.89247	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Alloscardovia	criceti	NA	NA	NA	53	NA	1.88465	1	NA	NA	NA	1.75	NA	NA	NA	NA	NA
Alloscardovia	macacae	0	NA	NA	50.1	NA	1.89158	1	NA	0.371563556432483	NA	1	NA	NA	NA	-0.4307829160924542	NA
Alloscardovia	omnicolens	NA	NA	NA	47.9	NA	1.80208	1	NA	NA	0	1.9375	NA	NA	36.5	NA	0.3333333333333333
Alloscardovia	theropitheci	NA	NA	NA	43.8	NA	1.95982	1	NA	0	0	NA	NA	NA	NA	-0.916290731874155	0
Alloscardovia	venturai	NA	NA	NA	45.8	NA	NA	1	NA	0	0	1	NA	NA	NA	-0.916290731874155	0
Alloscillospira	gallinarum	NA	NA	NA	NA	NA	1.6304	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Allosediminivita	pacifica	1	NA	NA	64.6	NA	4.84511	0	NA	0.3364722366212129	NA	5	NA	NA	NA	-0.2876820724517809	NA
Allosphingosinicella	indica	NA	NA	NA	NA	NA	2.80735	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Allosphingosinicella	vermicomposti	NA	NA	NA	59.4	NA	2.50768	0	NA	0.26236426446749106	NA	5	NA	NA	NA	-0.7985076962177716	0
Allostreptomyces	psammosilenae	NA	NA	NA	75.3	NA	6.64513	1	NA	NA	NA	5	NA	NA	NA	NA	1
alpha	proteobacterium	NA	NA	NA	30.45	1498.5	1.376665	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Alphaproteobacteria	bacterium	NA	NA	NA	52.3	3021	2.3461428888888887	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Alpinimonas	psychrophila	NA	NA	NA	58.8	NA	2.24102	0.6666666666666666	NA	0.13976194237515863	0	3	NA	NA	NA	-1.0498221244986778	NA
Alsobacter	metallidurans	NA	NA	NA	NA	NA	5.08265	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Alsobacter	soli	NA	NA	NA	68.5	NA	5.19057	0	NA	0.4054651081081644	1	5	NA	NA	NA	-0.10536051565782628	0
Alteracholeplasma	palmae	NA	NA	NA	29	1489	1.55423	0	NA	NA	0	4	NA	NA	NA	NA	NA
Alteracholeplasma	parvum	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Alteraurantiacibacter	aestuarii	NA	NA	NA	NA	NA	2.24146	0	NA	NA	0	NA	NA	NA	NA	NA	NA
Alteraurantiacibacter	aquimixticola	NA	NA	NA	NA	NA	3.4339	0	NA	NA	0	5	NA	NA	NA	NA	NA
Alteraurantiacibacter	buctensis	NA	NA	NA	66	NA	3.77294	0	NA	NA	NA	NA	7.5	NA	NA	NA	NA
Altererythrobacter	aerius	NA	NA	NA	67.5	NA	NA	0	NA	-0.16251892949777494	0	5	NA	NA	NA	-0.5978370007556204	NA
Altererythrobacter	aerophilus	NA	NA	NA	65.4	NA	NA	0	NA	0.7178397931503168	0	5	NA	NA	NA	-0.7985076962177716	NA
Altererythrobacter	aestuarii	NA	NA	NA	67.2	NA	NA	0	NA	1.5260563034950492	0	5	7	1.5	30	0	NA
Altererythrobacter	amylolyticus	NA	NA	NA	66.6	NA	NA	0	NA	0.1823215567939546	1	5	NA	NA	NA	-0.6931471805599453	0
Altererythrobacter	aquaemixtae	NA	NA	NA	59	NA	NA	0	NA	-0.916290731874155	0	5	NA	NA	NA	-1.2039728043259361	0
Altererythrobacter	aquimixticola	NA	NA	NA	64.6	NA	NA	0	NA	0.5306282510621704	0	5	NA	NA	NA	-0.5108256237659907	0
Altererythrobacter	atlanticus	NA	NA	2	61.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Altererythrobacter	confluentis	NA	NA	NA	59.5	NA	NA	0	NA	1.6486586255873816	0	5	NA	NA	NA	-1.2039728043259361	0
Altererythrobacter	deserti	NA	NA	NA	69	NA	NA	0	NA	0.26236426446749106	0	5	NA	NA	NA	-0.6931471805599453	NA
Altererythrobacter	dongtanensis	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Altererythrobacter	endophyticus	NA	NA	NA	58.3	NA	NA	0	NA	0.9951019122984449	1	5	NA	NA	NA	0	NA
Altererythrobacter	epoxidivorans	NA	NA	1	58	2788	2.78626	0	NA	-0.5025268209512956	0	5	6.5	2	35	-0.6931471805599453	NA
Altererythrobacter	flavus	NA	NA	NA	60.4	NA	NA	0	NA	0.8109302162163288	0	NA	NA	NA	NA	-0.916290731874155	NA
Altererythrobacter	fulvus	NA	NA	NA	64.2	NA	NA	0	NA	2.4414770918606643	0	5	NA	NA	NA	-0.5978370007556204	0
Altererythrobacter	gangjinensis	NA	NA	NA	60.2	NA	NA	0	NA	0.7654678421395714	0	5	6.75	2	25	-0.5108256237659907	0
Altererythrobacter	halimionae	NA	NA	NA	63.4	NA	NA	0	NA	0.9458495341156995	1	5	NA	NA	NA	-0.31471074483970024	NA
Altererythrobacter	indicus	NA	NA	NA	66.8	NA	NA	0	NA	NA	0	5	7	NA	27.5	NA	NA
Altererythrobacter	insulae	NA	NA	NA	56.7	NA	3.32011	0	NA	0.5306282510621704	0	5	NA	NA	NA	-0.916290731874155	0
Altererythrobacter	ishigakiensis	NA	NA	1	56.9	2582	2.67398	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Altererythrobacter	lauratis	NA	NA	NA	61.3	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA
Altererythrobacter	luteolus	NA	NA	NA	60.3	NA	NA	0	NA	0.9162907318741551	0	5	NA	NA	NA	-0.35667494393873245	0
Altererythrobacter	lutimaris	NA	NA	NA	NA	NA	2.95286	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Altererythrobacter	lutipelagi	NA	NA	NA	60.6	NA	NA	0	NA	0.4668737362368079	0	5	NA	NA	NA	-0.24207156119972859	NA
Altererythrobacter	mangrovi	NA	NA	1	63.5	NA	NA	0	NA	0.30010459245033816	0	2	NA	NA	NA	-0.7985076962177716	NA
Altererythrobacter	marensis	NA	NA	1	63.1	NA	NA	0	NA	0.29266961396282004	1	5	7.1	2	30	-0.5108256237659907	NA
Altererythrobacter	marinus	NA	NA	NA	66.5	NA	NA	0	NA	0.09531017980432493	0	NA	NA	3	31	-0.916290731874155	NA
Altererythrobacter	maritimus	NA	NA	NA	60.8	NA	NA	0	NA	0.371563556432483	0	NA	NA	NA	NA	-0.6931471805599453	NA
Altererythrobacter	namhicola	NA	NA	1	63.8	NA	NA	0	NA	0.3364722366212129	0	5	6.5	1	30	0	NA
Altererythrobacter	palmitatis	NA	NA	NA	60.1	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA
Altererythrobacter	rigui	NA	NA	NA	63	NA	NA	0	NA	-0.5025268209512956	0	5	NA	NA	NA	-0.6931471805599453	NA
Altererythrobacter	salegens	NA	NA	NA	64.7	NA	NA	0	NA	0.5007752879124892	0	5	NA	NA	NA	-0.7985076962177716	NA
Altererythrobacter	sediminis	NA	NA	NA	63.2	NA	NA	0	NA	0.8754687373538999	0	5	NA	NA	NA	-1.0498221244986778	0
Altererythrobacter	segetis	NA	NA	NA	NA	NA	3.29302	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Altererythrobacter	soli	NA	NA	NA	67	NA	NA	0	NA	0.1823215567939546	1	5	NA	NA	NA	-0.916290731874155	NA
Altererythrobacter	terrae	NA	NA	NA	58.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Altererythrobacter	troitsensis	NA	NA	NA	65	NA	NA	0	NA	-0.4307829160924542	1	5	7.4	0	25	-0.4307829160924542	NA
Altererythrobacter	xiamenensis	NA	NA	NA	NA	NA	3.08241	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Altererythrobacter	xinjiangensis	1	NA	NA	64.6	NA	NA	0	NA	0.371563556432483	0	5	8	NA	30	0.13976194237515863	NA
Altererythrobacter	xixiisoli	NA	NA	NA	62.7	NA	NA	0	NA	-0.7985076962177716	0	5	NA	NA	NA	NA	NA
Alteribacillus	alkaliphilus	NA	NA	NA	40.2	NA	NA	1	NA	1.0986122886681098	0	5	NA	NA	NA	0.4054651081081644	1
Alteribacillus	bidgolensis	NA	NA	NA	38.9	NA	4.70318	1	NA	0.8960880245566357	0	5	7	6.25	35	-0.16251892949777494	1
Alteribacillus	iranensis	NA	NA	NA	42.4	NA	3.31614	1	NA	0.6151856390902335	1	5	NA	NA	NA	-0.35667494393873245	1
Alteribacillus	persepolensis	NA	NA	NA	37.1	NA	3.6191	1	NA	1.0116009116784799	1	5	NA	NA	NA	0.22314355131420976	1
Alteribacter	aurantiacus	NA	NA	NA	42.9	NA	4.02308	1	NA	1.3480731482996928	0	5	10	NA	NA	-0.10536051565782628	0.5
Alteribacter	keqinensis	NA	NA	NA	NA	NA	4.17808	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Alteribacter	natronophilus	NA	NA	NA	48.9	NA	3.96938	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Alteribacter	populi	NA	NA	NA	40.6	NA	4.51796	0	NA	1.0473189942805592	0	5	NA	NA	NA	-0.35667494393873245	1
Alteribacter	salitolerans	NA	NA	NA	NA	NA	4.18207	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Altericroceibacterium	endophyticum	NA	NA	NA	NA	NA	3.47452	0	NA	NA	1	NA	NA	NA	NA	NA	NA
Altericroceibacterium	indicum	NA	NA	NA	NA	NA	3.10626	0	NA	NA	NA	NA	NA	NA	NA	NA	1
Altericroceibacterium	xinjiangense	NA	NA	NA	NA	NA	3.10658	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Alterileibacterium	massiliense	NA	NA	NA	NA	NA	1.45082	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Alterinioella	nitratireducens	NA	NA	NA	NA	NA	4.07161	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Alteripontixanthobacter	maritimus	NA	NA	NA	NA	NA	2.6769	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Alteripontixanthobacter	muriae	NA	NA	NA	NA	NA	2.86357	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Alteriqipengyuania	abyssalis	NA	NA	NA	NA	NA	3.09912	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Alteriqipengyuania	halimionae	NA	NA	NA	NA	NA	2.8087	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Alteriqipengyuania	lutimaris	NA	NA	NA	NA	NA	3.29076	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Alterococcus	agarolyticus	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Alteromonas	abrolhosensis	NA	NA	NA	NA	NA	4.4336	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Alteromonas	addita	NA	NA	5	43.2	NA	NA	0	NA	-0.2231435513142097	1	5	7.75	5.5	20.5	NA	0
Alteromonas	aestuariivivens	NA	NA	NA	51.1	NA	3.84889	0	NA	1.6389967146756448	1	5	NA	NA	NA	-0.916290731874155	0
Alteromonas	alba	NA	NA	NA	NA	NA	5.15941	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Alteromonas	antoniana	NA	NA	NA	NA	NA	4.94839	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Alteromonas	australica	NA	NA	5	44.519999999999996	3907.5	4.368286	0	NA	NA	1	NA	NA	NA	NA	NA	NA
Alteromonas	confluentis	NA	NA	NA	NA	NA	4.86496	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Alteromonas	facilis	NA	NA	NA	NA	NA	3.91459	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Alteromonas	flava	NA	NA	NA	NA	NA	3.64604	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Alteromonas	fortis	NA	NA	NA	43.9	NA	NA	0	NA	0.5007752879124892	0	5	NA	NA	NA	0.09531017980432493	NA
Alteromonas	genovensis	1	NA	NA	44.5	NA	4.07107	0	NA	0.5877866649021191	1	5	7	NA	20	-0.10536051565782628	0
Alteromonas	gracilis	NA	NA	NA	NA	NA	4.32419	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Alteromonas	halophila	NA	NA	NA	NA	NA	3.95261	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Alteromonas	hinica	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Alteromonas	indica	NA	NA	NA	48.2	NA	4.36485	0	NA	NA	1	NA	NA	NA	NA	NA	NA
Alteromonas	lipolytica	NA	NA	NA	48.4	NA	5.01845	0	NA	0.6151856390902335	1	5	NA	NA	NA	-0.05129329438755058	NA
Alteromonas	lipotrueae	NA	NA	NA	NA	NA	4.73426	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Alteromonas	lipotrueiana	NA	NA	NA	NA	NA	3.75891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Alteromonas	litorea	NA	NA	NA	46	NA	NA	0	NA	1.0986122886681098	1	1	7.5	3.5	33.5	0	0
Alteromonas	macleodii	NA	NA	5	44.5957625	4064.375	4.71341705882353	0	NA	NA	1	5	NA	NA	NA	NA	1
Alteromonas	marina	NA	NA	NA	44.5	NA	4.31456	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Alteromonas	mediterranea	NA	NA	4.2	44.7736	4017.8823529411766	4.61631	0	NA	NA	1	5	NA	NA	NA	NA	1
Alteromonas	naphthalenivorans	NA	NA	5	43.5	4369	4.97215	0	NA	NA	1	5	NA	NA	NA	NA	1
Alteromonas	oceani	NA	NA	NA	51.3	NA	4.98795	0	NA	0.6931471805599453	1	5	NA	NA	NA	-0.5978370007556204	NA
Alteromonas	pelagimontana	NA	NA	4	46.1	3786	4.31419	0	NA	-0.2876820724517809	1	5	NA	NA	NA	NA	0
Alteromonas	ponticola	NA	NA	NA	NA	NA	3.6028	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Alteromonas	portus	NA	NA	NA	44.1	NA	4.54335	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Alteromonas	profundi	NA	NA	NA	44.4	NA	4.39136	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Alteromonas	sediminis	NA	NA	NA	45.3	NA	3.96394	0	NA	0.371563556432483	1	5	NA	NA	NA	-0.7985076962177716	NA
Alteromonas	simiduii	0	NA	NA	45.3	NA	NA	0	NA	0.6151856390902335	1	5	7.5	6.75	30	-0.5108256237659907	0
Alteromonas	stellipolaris	1	NA	5	43.61	4025.5	4.697227777777778	0	NA	1.5040773967762742	1	5	7.75	5.5	21	-0.916290731874155	0
Alteromonas	tagae	0	NA	NA	43.1	NA	NA	0	NA	0.6151856390902335	1	5	7.5	NA	30	-0.35667494393873245	0
Altibacter	lentus	NA	NA	NA	NA	NA	3.16003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Altuibacter	lentus	NA	NA	NA	35.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Alysiella	crassa	NA	NA	NA	44.79513333333333	3000	2.8808499999999997	0	NA	NA	1	5	7	NA	NA	NA	1
Alysiella	filiformis	NA	NA	6	46.6	2361	2.432076	0	NA	NA	1	4	NA	NA	NA	NA	1
Amantichitinum	ursilacus	NA	NA	NA	61.5	NA	4.92895	0	NA	0.8109302162163288	1	2	7	0	22.5	-0.2876820724517809	NA
Amaricoccus	kaplicensis	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Amaricoccus	macauensis	NA	NA	NA	NA	NA	4.82927	0	NA	NA	NA	5	NA	NA	NA	NA	NA
Amaricoccus	solimangrovi	NA	NA	NA	69.9	NA	4.86909	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Amaricoccus	tamworthensis	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Amaricoccus	veronensis	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Amazonocrinis	nigriterrae	NA	NA	NA	NA	NA	8.25647	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ambrosiozyma	oregonensis	0	NA	NA	NA	NA	NA	NA	NA	1.7047480922384253	NA	NA	NA	NA	NA	1.1786549963416462	1
Amedibacillus	dolichus	NA	NA	NA	NA	NA	2.19105	1	NA	NA	NA	1	NA	NA	NA	NA	NA
Amedibacterium	intestinale	NA	NA	6	34.428514285714286	2740	2.69138	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ameyamaea	chiangmaiensis	NA	NA	NA	NA	NA	3.39954	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Aminicella	lysinilytica	NA	NA	NA	44.2	NA	2.28676	1	NA	NA	NA	1	NA	NA	NA	NA	NA
Aminiphilus	circumscriptus	NA	NA	NA	52.7	NA	3.22321	0	NA	1.0986122886681098	1	1	7.1	0.5	42	-2.3025850929940455	0
Aminipila	butyrica	NA	NA	6	44.833333333333336	3120	3.33485	1	NA	1.7047480922384253	1	NA	NA	NA	NA	-0.16251892949777494	0
Aminipila	luticellarii	NA	NA	NA	42.6	2581	2.75084	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Aminipila	terrae	NA	NA	NA	37	3425	3.5124	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Aminivibrio	pyruvatiphilus	1	NA	NA	61.9	NA	3.34749	0	NA	0.8109302162163288	1	1	7.3	NA	38.5	-0.2231435513142097	0
Aminobacter	aganoensis	NA	NA	NA	63.5	NA	5.76589	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Aminobacter	aminovorans	NA	NA	3	62.77832	6712	6.556113333333333	0	NA	NA	NA	5	NA	NA	NA	NA	NA
Aminobacter	anthyllidis	NA	NA	NA	NA	NA	6.71791	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Aminobacter	carboxidus	NA	NA	NA	48.6	NA	6.29127	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Aminobacter	ciceronei	1	NA	NA	62.85	NA	6.77623	0	NA	0.26236426446749106	1	5	7	NA	29	-0.5108256237659907	NA
Aminobacter	lissarensis	1	NA	NA	62.5	NA	6.54113	0	NA	0.3364722366212129	1	5	6.95	NA	25	-0.5978370007556204	NA
Aminobacter	niigataensis	NA	NA	NA	63.2	NA	5.28761	0	NA	NA	NA	5	NA	NA	NA	NA	NA
Aminobacterium	colombiense	NA	NA	3	45.53333333333333	1957	1.98059	0	NA	1.252762968495368	0	1	7.3	NA	NA	0.47000362924573563	1
Aminobacterium	mobile	NA	NA	NA	44	NA	2.10597	0	NA	NA	1	1	7.4	NA	NA	NA	1
Aminobacterium	thunnarium	NA	NA	NA	41.7	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA
Aminomonas	paucivorans	NA	NA	NA	43	NA	2.63017	0	NA	1.6094379124341003	0	1	7.5	NA	NA	-1.2039728043259361	1
Ammonifex	degensii	NA	NA	2	57.611200000000004	2247	2.15707	1	NA	NA	1	1	NA	NA	NA	NA	0.66
Ammonifex	thiophilus	1	NA	NA	56.2	NA	2.11183	1	NA	1.3297240096314964	1	1	6.9	0	75	-0.4307829160924542	1
Ammoniphilus	oxalaticus	NA	NA	NA	NA	NA	3.31917	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ammoniphilus	oxalivorans	NA	NA	NA	NA	NA	NA	1	NA	0.22314355131420976	1	5	8.15	NA	NA	-0.10536051565782628	0
Ammoniphilus	resinae	NA	NA	NA	39.2	NA	4.99662	0.5	NA	1.1314021114911006	NA	3.5	NA	NA	NA	-0.5978370007556204	1
Amnibacterium	endophyticum	NA	NA	NA	71.4	NA	NA	1	NA	0.22314355131420976	0	5	NA	NA	NA	-0.5108256237659907	0
Amnibacterium	flavum	NA	NA	NA	68.6	NA	3.56995	1	NA	0.5596157879354227	NA	5	NA	NA	NA	-0.16251892949777494	0
Amnibacterium	kyonggiense	1	NA	NA	72.7	NA	3.70987	1	NA	-1.2909841813155656	0	5	6	2	30	-1.742969305058623	NA
Amnibacterium	setariae	NA	NA	NA	73.9	NA	3.48271	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Amnibacterium	soli	NA	NA	NA	71.5	NA	NA	1	NA	NA	0	5	7	1	30	NA	0
Amniculibacterium	aquaticum	NA	NA	NA	NA	NA	2.54926	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Amnimonas	aquatica	NA	NA	NA	NA	NA	1.87429	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AMO1	Methylomicrobium	NA	NA	NA	50.9	NA	NA	0	NA	0.9162907318741551	1	NA	10	NA	NA	0.22314355131420976	0
Amoebophilus	asiaticus	NA	NA	NA	35	1455	1.88436	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Amorphus	coralli	1	NA	NA	64.6	NA	4.31754	0	NA	NA	0	5	7.75	NA	27.5	0.5596157879354227	0
Amorphus	orientalis	1	NA	NA	63.13333333333334	NA	NA	0	NA	0.5596157879354227	0	5	7.5	NA	28	0.5596157879354227	NA
Amorphus	suaedae	1	NA	NA	61.3	NA	NA	0	NA	0.6151856390902335	0	5	7.25	3	31	-0.16251892949777494	0
Amphibacillus	cookii	NA	NA	NA	35.4	NA	3.8202	0.6666666666666666	NA	1.5040773967762742	1	3	8	NA	39	-0.5978370007556204	1
Amphibacillus	iburiensis	1	NA	NA	38.4	NA	NA	1	NA	0.8544153281560676	1	2	9	1.5	36	-1.0498221244986778	1
